orgnr,navn,web,stiftet,enhkode,enhtype_beskr,sektorkode,naeringskode,postnr,error_msg
925809349,INTER COMMUNICATION AS,www.inter-com.no,null,BEDR,Bedrift,null,46.520,1706,429
919319658,SAMEIET HJELLEÅSEN PANORAMA,www.vestbo.no,2017-03-29,ESEK,Eierseksjonssameie,null,null,5817,429
998036100,AARESKJOLD TRENING,www.aareskjold.cc,null,ENK,Enkeltpersonforetak,8200,85.510,null,429
955304144,KRISTIANSANDS OG SØGNE RIDEKLUBB,vierkris.no,1966-09-21,FLI,Forening/lag/innretning,7000,93.120,null,429
996864936,TAITASI LILLIAN BRASETH,www.meitai.no,null,ENK,Enkeltpersonforetak,8200,74.101,null,429
916130244,ZIEGLER ART,www.ziegler.no,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
997665538,ZEN TREPLEIE OG ECO HAGE MATHIE,www.zentrepleie.com,null,ENK,Enkeltpersonforetak,8200,02.400,null,429
913948262,SOLSIDEN 1 AS,www.risorholmen.no,1937-06-02,AS,Aksjeselskap,2100,41.109,1326,429
982796318,DWORACEK,www.dworacek.no,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
981902076,PSYKOLOGKONSULTASJON GJEVJON,www.psykologkonsultasjon.com,null,ENK,Enkeltpersonforetak,8200,86.905,null,429
947716220,Myrlia Borettslag,www.usbl.no,1983-02-09,BRL,Borettslag,8300,68.201,1401,429
995922258,INORSK YNGVIL VATN GUTTU,www.yvgmusic.com,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
913369629,KIRKEGATA 59 AS,fredriksborg.no,null,BEDR,Bedrift,null,68.100,null,429
990370184,HJELPEPROSJEKT FILIPPINENE,www.hjelpeprosjekt-filippinene.com/hf,2001-09-01,FLI,Forening/lag/innretning,7000,88.995,null,429
985236380,VELKLANG HILDE HENRIKSEN,toning.no,null,ENK,Enkeltpersonforetak,8200,90.034,3117,429
989305581,VITAL PHARMA AS,www.vitalpharma.no,null,BEDR,Bedrift,null,46.389,null,429
822634982,HUB IGAB AS,www.igab.no,null,BEDR,Underenhet næringsdr./off.forv,null,66.220,null,429
985700230,ELEKTRIKERTJENESTEN HALDEN AS,www.elektrikertjenesten.no,2003-05-10,AS,Aksjeselskap,2100,43.210,null,429
993745847,MØRE FLYKLUBB,www.freewebs.com/moreflyklubb/,1972-09-29,FLI,Forening/lag/innretning,7000,94.991,6523,429
923595333,ROSEGÅRDEN.NO ANNBJØRG SKJÆVESLAND,www.rosegården.no,null,ENK,Enkeltpersonforetak,8200,79.902,null,429
997642163,CONCEPT 2 NORGE AS,concept2.no,2011-09-14,AS,Aksjeselskap,2100,47.641,null,429
993827029,B.M. POLYCO LTD,www.superglove.com,1978-05-12,UTLA,Utenlandsk enhet,null,null,null,429
989897446,OLA WARLOFF HAUGEN,www.haugenweb.no,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
997180992,ANLEX AS,www.anlex.no,2011-07-01,AS,Aksjeselskap,2100,81.300,null,429
975349047,FAGERFJELL SKISENTER AS,www.fagerfjell.no,1995-08-22,AS,Aksjeselskap,2100,93.110,3621,429
997864387,GALLERIET GUNNAR TØNNESSEN,gtgatteriet.com,null,BEDR,Bedrift,null,47.789,null,429
997299434,CHAMPIONSHIP MANAGERS,www.merfotball.com,null,ENK,Enkeltpersonforetak,8200,93.190,null,429
993061956,TROIKA SEAFOOD AS,www.troikaseafood.no,null,BEDR,Bedrift,null,46.381,9915,429
973383248,BJØRKETUN BARNEHAGE,bjorketun.barnehage.no,null,BEDR,Bedrift,null,88.911,null,429
995856492,TORVMOEN VELFORENING,torvmoen.no,2010-08-16,FLI,Forening/lag/innretning,7000,94.991,null,429
983234887,AQUATIQ AS,www.aquatiq.com,null,BEDR,Bedrift,null,41.109,null,429
992545526,BRUNSTAD KRAFT AS,www.brunstadkraft.no,2008-03-11,AS,Aksjeselskap,2100,35.111,6220,429
994379321,VILBERGMOEN SEE AS,www.oslologistikkparkgardermoen.no,2009-06-24,AS,Aksjeselskap,2100,68.209,110,429
993247618,UTDANNINGSFORBUNDET NES (AKERSHUS),www.utdanningsforbundet.no,2001-10-02,FLI,Forening/lag/innretning,7000,94.200,2151,429
911962853,TOMASJORDNES EIENDOM AS,www.norgesgruppeneiendom.no,null,BEDR,Underenhet næringsdr./off.forv,null,68.209,null,429
927594846,AUTORINGEN TRONDHEIM AS,www.autoringen.no,null,BEDR,Underenhet næringsdr./off.forv,null,45.112,2020,429
971375167,SUNNDAL IL FOTBALL,www.sunndalfotball.no,1991-12-02,FLI,Forening/lag/innretning,7000,93.120,6601,429
995195003,NORSK SENTER FOR,www.norsis.no,2010-02-02,FLI,Forening/lag/innretning,2500,63.990,null,429
986454438,ALM MEDIA,www.almmedia.no,null,ENK,Enkeltpersonforetak,8200,58.140,905,429
982340497,SEKSJONSSAMEIET TOMTEGT 31,www.nbbo.no,1998-04-24,ESEK,Eierseksjonssameie,null,null,3001,429
953809605,STEINSNES BORETTSLAG,www.haubo.no,1972-09-22,BRL,Borettslag,8300,68.201,7439,429
987414049,NORDOZ EIENDOM SØRLIE LARSEN,www.egenmegler.no,null,ENK,Enkeltpersonforetak,8200,82.990,375,429
984150822,EFINOR EIENDOM AS,www.efinor.no,2002-01-01,AS,Aksjeselskap,2100,68.209,6803,429
919016639,YOUNG SUSTAINABLE IMPACT,www.ysiglobal.com,2017-05-12,FLI,Forening/lag/innretning,2500,82.300,null,429
915071627,HÅVARD FANDREM FRILANS,www.havardfandrem.no,null,ENK,Enkeltpersonforetak,8200,59.110,null,429
981010833,THE WEBTENDER,www.loberg.no,null,BEDR,Bedrift,null,63.120,null,429
915220479,MEDIA DIGITAL AS,www.mediadigital.no,null,BEDR,Bedrift,null,62.010,null,429
918535179,ØYOGA ANITA MYHRE,www.oyoga.no,null,BEDR,Bedrift,null,85.510,5420,429
996647056,SAMEIET STRANDHEJM,www.moborana.no,2009-09-17,ESEK,Eierseksjonssameie,null,null,8602,429
994349589,HALDEN KLATREKLUBB,www.hkk.no,2009-07-07,FLI,Forening/lag/innretning,7000,93.120,null,429
913724747,KONGSBERG FOTTERAPI AS,www.kongsberg-fotterapi.com,null,BEDR,Bedrift,null,86.909,null,429
894415002,BYASH - ANN SISSEL HOLTHE,www.fatmonkey.no,null,BEDR,Bedrift,null,74.200,null,429
994583883,NA OSSK,www.naossk.org,1997-12-01,FLI,Forening/lag/innretning,7000,94.991,null,429
994787020,NORGES VETERANFORBUND FOR,roros.nvio.no,2003-03-28,FLI,Forening/lag/innretning,7000,94.991,null,429
988571172,GRØM & GLUPPE REVISJON AS,www.ost-revisjon.com,2005-08-01,AS,Aksjeselskap,2100,00.000,null,429
997008901,BILGLASSPARKEN AS,www.bilglassparken.no,2011-05-26,AS,Aksjeselskap,2100,45.200,null,429
888411372,ITEAM 17 AS,www.diode.no,2005-06-07,AS,Aksjeselskap,2100,62.020,null,429
999662773,HERDIS MOLDØEN RÅD OG VINK,plus.google.com/u/0/communities/109747955325671592992,null,ENK,Enkeltpersonforetak,8200,74.909,5009,429
925174386,BASELINE AS,www.baseline.no,2020-04-01,AS,Aksjeselskap,2100,70.220,null,429
975694046,BRYNE SYMJEKLUBB,www.brynesymjeklubb.no,1995-02-20,FLI,Forening/lag/innretning,7000,93.120,4349,429
995428547,MARCUS OVERFLATEBEHANDLING,www.marcus-renovation.unl.pl,null,ENK,Enkeltpersonforetak,8200,41.200,null,429
989390333,RINGSAKER TEATER,www.ringsakerteater.no,2005-01-01,FLI,Forening/lag/innretning,7000,90.012,2381,429
994615637,TORILL WAAGEN,WWW.EFT-Experten,null,ENK,Enkeltpersonforetak,8200,85.609,null,429
991402667,SUNNIVA LIND HØVERSTAD,sunnivalind.com,null,ENK,Enkeltpersonforetak,8200,90.012,552,429
998777224,ALVENS GODTERI * DET ANARKISTISKE,www.alvensgodteri.no,null,ENK,Enkeltpersonforetak,8200,10.390,null,429
984018673,TORP REGNSKAPSTJENESTER,www.mamut.net/stconsulting,null,ENK,Enkeltpersonforetak,8200,69.201,null,429
998331145,NATURDESIGN TINO SCHOTT,www.naturdesign.no,null,BEDR,Bedrift,null,32.990,null,429
878670892,AKERSBORG AS,www.holmeiendom.no,1997-07-01,AS,Aksjeselskap,2100,68.209,null,429
988882976,ST. HANSGATEN 6,www.bate.no,2005-10-17,ESEK,Eierseksjonssameie,null,97.000,4001,429
981711041,HUNDERFOSSEN FAMILIEPARK AS,www.hunderfossen.no,2000-01-25,AS,Aksjeselskap,2100,93.210,null,429
895499382,FORTE FONDSFORVALTNING AS,www.fortefondene.no,2010-04-15,AS,Aksjeselskap,4900,66.300,null,429
983245099,FJORDLYS PRODUKSJONER,www.froydis.no,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
997622685,SAP MIDDLE EAST & NORTH AFRICA LLC,www.sap.com/mena.index.exp,2007-10-03,UTLA,Utenlandsk enhet,null,null,null,429
996024482,SANGROK KWAN LILLEAKER IDRETTSLAG,www.sangrok.no,2009-09-15,FLI,Forening/lag/innretning,7000,93.120,null,429
981050789,RUNE NESSET DESIGN,www.rndesign.no,null,ENK,Enkeltpersonforetak,8200,71.112,null,429
985680353,EIVIND DILLEVIG,www.dillevig.com,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
917942307,NORGES BIBELKIRKE,norgesbibelkirke.no,2016-10-22,FLI,Forening/lag/innretning,7000,94.910,4295,429
927099802,GEO NORWAY AS,www.geo-norway.no/,null,BEDR,Underenhet næringsdr./off.forv,null,71.122,null,429
998578388,JOMFRUSLETTFJELL LØYPELAG,www.jomfruslettfjell.no,2012-03-01,FLI,Forening/lag/innretning,7000,93.110,null,429
984106211,DIGITAL GARDEN AS,www.digitalgarden.no,2001-11-30,AS,Aksjeselskap,2100,63.110,null,429
985894590,INSTALLATØREN OSLO AS,www.sorbyel.no,null,BEDR,Bedrift,null,43.210,1661,429
990770042,SP-SYSTEM NORGE AS,www.sp-system.no,2007-01-04,AS,Aksjeselskap,2100,46.900,6001,429
998334179,GRANNESVEIEN BORETTSLAG,www.moborana.no,2012-04-16,BRL,Borettslag,8300,68.201,8602,429
976989090,KAPP SOKN,www.kirken.no/ostretoten,null,KIRK,Den norske kirke,6500,94.910,null,429
946548421,VISHAY NOBEL AS,www.vishaynobel.com,1988-03-01,AS,Aksjeselskap,2100,46.630,null,429
915830501,FYSIOTERAPEUT MORTEN EKORNSÆTER,www.fysio-logisk.no,null,ENK,Enkeltpersonforetak,8200,86.902,5518,429
922610762,TOBIAS BÅT AS,www.tobias.no,null,BEDR,Bedrift,null,30.120,null,429
980329380,BRØDRENE THORKILDSEN AS,www.thorkildsenpels.no,1998-11-05,AS,Aksjeselskap,2100,47.710,null,429
981004345,ASKER VELFORBUND,www.askervelforbund.no,1922-06-02,FLI,Forening/lag/innretning,7000,94.991,null,429
912210782,DS BUTIKK DRIFT DALBIR SINGH SANDHU,www.narvesen,null,ENK,Enkeltpersonforetak,8200,47.112,1396,429
881385112,FOCUS BUSINESS SERVICES AS,www.thoreseninternational.com,1999-11-17,AS,Aksjeselskap,2100,70.220,null,429
988189049,ARKIVPRODUKTER AS,www.arkivprodukter.com,2005-05-03,AS,Aksjeselskap,2100,46.499,null,429
979145144,KAMFJORD HOLDING,www.kamfjord.no,null,ENK,Enkeltpersonforetak,8200,56.210,null,429
913110749,SKIFUNNI.NO UNNI MALO ØDEGÅRD,www.skifunni.no,null,ENK,Enkeltpersonforetak,8200,85.510,null,429
977302234,SINNESHYTTÅ BYGG AS,www.sinneshytta.no,1997-01-02,AS,Aksjeselskap,2100,41.200,null,429
984071337,HARDCODE,hardcode.no,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
958773242,FILOSOFISK PROSJEKTSENTER AS,www.fps.no,1990-10-01,AS,Aksjeselskap,2100,72.200,null,429
994057359,KAPTEIN KNURR AS,www.kapteinknurr.no,2009-04-15,AS,Aksjeselskap,2100,90.012,5808,429
963195559,TIF-CONSULTING INTERNATIONAL,www.tif-int.com,null,ENK,Enkeltpersonforetak,8200,85.599,null,429
913504607,OPPDAL KUNSTLAG,www.oppdal.kunstlag.net,1947-05-26,FLI,Forening/lag/innretning,7000,94.991,null,429
991016260,AUDIATUR - NETTBOKHANDEL,www.audiatur.no,null,ENK,Enkeltpersonforetak,8200,47.915,1530,429
920051537,FLYTT OG FRAKT AS,www.flyttfrakt.no,null,BEDR,Underenhet næringsdr./off.forv,null,49.410,null,429
987487666,NORSK FORENING FOR ASSISTERT,www.nofab.no,2004-11-06,FLI,Forening/lag/innretning,7000,94.991,424,429
915932908,SRNDPTY AS,www.srndpty.co,2015-08-10,AS,Aksjeselskap,2100,85.599,null,429
992215283,IMCELLA INTERNATIONAL AS,www.imcella.com,2008-01-15,AS,Aksjeselskap,2100,72.190,766,429
979616406,ØSTFOLD SYMFONIORKESTER,www.orkester.org,2002-08-22,FLI,Forening/lag/innretning,7000,90.011,1702,429
971998342,NORSK MØLLESERVICE AS,www.molleservice.no,null,BEDR,Bedrift,null,28.300,2024,429
985193495,MOLDE FRISKOLE,www.moldefriskole.no,null,BEDR,Underenhet næringsdr./off.forv,null,85.201,null,429
912863565,RUSTAD SKOLE FAU,rustad.osloskolen.no/om-skolen/rad-og-utvalg/fau/,2013-11-28,FLI,Forening/lag/innretning,7000,94.991,692,429
986762906,EIDANGER PIKE- OG GUTTEKORPS,www.epgk.no,2004-01-26,FLI,Forening/lag/innretning,7000,90.011,3997,429
924205229,DRANGEDAL IDRETTSRÅD,www.teleidretten.no/drangedal,null,AAFY,Underenhet ikke-næringsdriv.,null,94.991,null,429
987107022,RANDSFJORDMUSEET AS,www.randsfjordmuseene.no,2004-07-05,AS,Aksjeselskap,6500,91.022,null,429
985887888,NORSK CHOW CHOW KLUBB,www.ncck.no,1997-12-03,FLI,Forening/lag/innretning,7000,94.991,null,429
929336720,EIDSVOLL FOOD FOREST SVESTAD,www.facebook.com/groups/302429098238404,null,BEDR,Underenhet næringsdr./off.forv,null,01.240,null,429
999352634,HELSESPREDEREN ANNE C W KRISTIANSE,www.helsesprederen.com,null,BEDR,Bedrift,null,86.909,1642,429
918343490,FOUNDER MORTEN JANSRUD,www.founder.no,null,BEDR,Bedrift,null,62.010,null,429
993748811,TROMS OG FINNMARK UNGE HØYRE,ungehoyre.no/fylke/tromsogfinnmark,1922-02-21,FLI,Forening/lag/innretning,7000,94.920,null,429
929886119,ALNES ENK,lerknes.no,null,BEDR,Underenhet næringsdr./off.forv,null,62.020,null,429
924150564,SAMEIET BENTSEBRUGATA 21,www.alletall.no,null,AAFY,Underenhet ikke-næringsdriv.,null,97.000,604,429
979135513,MIDTTUNET BORETTSLAG,www.bate.no,1997-06-24,BRL,Borettslag,8300,68.201,4001,429
976001397,DALSBYGDA NÆRING OG UTVIKLING AS,www.dalsbygda.no,1995-12-29,AS,Aksjeselskap,2100,70.220,2552,429
981129482,SØVESTEN MEDIA AS,www.sovesten.no,1999-09-27,AS,Aksjeselskap,2100,58.130,null,429
995377950,MATGAVER AS,www.matgaver.no,2010-02-24,AS,Aksjeselskap,2100,00.000,null,429
910699512,CHR TH BOE & SØN AS,www.chtboe.com,1918-05-02,AS,Aksjeselskap,2100,52.292,4852,429
988620351,LAUVRING,www.iclauvring.dk,null,NUF,Norskreg. utenlandsk foretak,null,46.499,3012,429
924771259,LUX LIMO NORWAY AS,luxlimo.no,2020-01-16,AS,Aksjeselskap,2100,49.392,1273,429
923202064,STENE EIENDOM AS,www.steneas.no,1980-04-30,AS,Aksjeselskap,2100,68.209,null,429
988655562,LABELLARTE,www.labellarte.no,null,ENK,Enkeltpersonforetak,8200,33.130,null,429
988580856,HJELMELAND KRISTELEG,home.no/hkuf,1989-01-01,FLI,Forening/lag/innretning,7000,94.910,null,429
920897908,BENTERUD SKOLE,www.ringerike.kommune.no/benterud-skole,null,BEDR,Bedrift,null,85.201,3502,429
889640782,ARBEIDS- OG VELFERDSETATEN,www.nav.no,null,ORGL,Organisasjonsledd,6100,84.120,8601,429
913186184,IPHONE & MAC SUPPORT,www.ifixi.no,null,ENK,Enkeltpersonforetak,8200,95.110,null,429
961329043,LIV I BALANSE MARIT HEIDE,www.livibalanse.teamasea.com,null,ENK,Enkeltpersonforetak,8200,47.990,null,429
915129633,SUNNMØRE MUSEUMSLAG,www.sunnmoremuseum.no,1976-03-26,FLI,Forening/lag/innretning,7000,94.991,null,429
964963282,ROLLAG KOMMUNE,www.rollag.kommune.no/,null,KOMM,Kommune,6500,84.110,null,429
972233390,PO EXECUTIVE AS,bruktbilutleie,null,BEDR,Bedrift,null,77.110,4052,429
914426383,HOTELLDRIFT TORGALLMENNINGEN AS,www.hoteloleana.com,2014-10-22,AS,Aksjeselskap,2100,55.101,5012,429
889527382,LOGE NR. 39 SIGNI,www.oddfellow.no,1968-10-27,FLI,Forening/lag/innretning,7000,94.991,7820,429
917332002,PELAGISK FISK FORUM,www.pelagicfishforum.no,2012-11-15,FLI,Forening/lag/innretning,7000,94.991,null,429
973609033,VIGERNES SKOLE,www.lillestrom.kommune.no/vigernesskole,null,BEDR,Bedrift,null,85.201,2001,429
995202824,HOLLAND SCHERMING B.V.,www.hollandscherming.nl,1988-04-12,UTLA,Utenlandsk enhet,null,null,null,429
976159608,JHE EINARSSON Jona Hafdis Einarsson,www.hafdis.no,null,ENK,Enkeltpersonforetak,8200,58.110,null,429
992628413,NORDREISA ARBEIDERPARTI,troms.arbeiderparti.no/Kommunelag/Nordreisa-Ap,1902-10-26,FLI,Forening/lag/innretning,7000,94.920,null,429
992953225,ÅSNES OG OMEGN HUNDEKLUBB,www.asneshundeklubb.com,1978-01-01,FLI,Forening/lag/innretning,7000,94.991,null,429
896933302,UNIVERSITETETS BEDRIFTSIDRETTSLAG,foreninger.uio.no/bil/,1970-11-10,FLI,Forening/lag/innretning,7000,93.120,316,429
913212673,HH BYGLAND AS,www.kjoreutstyr.no,2014-01-01,AS,Aksjeselskap,2100,47.300,null,429
923258922,YM CONSULT AS,ymconsult.no,null,BEDR,Bedrift,null,74.909,null,429
986004319,VEGGEBERG IT & ID,www.veggeberg.com,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
923441794,JK BARBER SHOP AS,www.j-kbarber.no,2019-09-10,AS,Aksjeselskap,2100,96.020,null,429
924950544,PT NINA STRØMMEN,www.ptnina.no,null,BEDR,Bedrift,null,85.510,null,429
922237492,KVITESEID ARBEIDARPARTI,www.kviteseid.arbeiderparti.no,1984-01-01,FLI,Forening/lag/innretning,7000,94.920,null,429
991934162,BJØRGVIN KARATEKLUBB,www.bjorgvinkarate.no,1978-08-01,FLI,Forening/lag/innretning,7000,93.120,null,429
896511092,TELEMARK LANDBRUKSSELSKAP,www.telemarklandbruksselskap.no,null,BEDR,Bedrift,null,94.991,null,429
990532435,MOTORHOME AS,www.motorhome.no,null,BEDR,Bedrift,null,77.120,7492,429
990099103,MATNINGSDAL IDRETTSLAG,www.matningsdal-il.no,2004-09-18,FLI,Forening/lag/innretning,7000,93.120,null,429
922800367,SEA CLEAR,seaclear.no,null,AAFY,Ikkenæringsdrivende virksomhet,null,94.991,null,429
884524962,SPILLUM IDRETTSLAG,www.spillumil.no,1904-11-05,FLI,Forening/lag/innretning,7000,93.120,7820,429
917396744,GARDERMOEN AIRPORT HOTEL AS,ragde.no,2016-06-17,AS,Aksjeselskap,2100,55.101,null,429
928190986,BAKSNAKK AS,www.baksnakk.no,null,BEDR,Underenhet næringsdr./off.forv,null,70.220,1161,429
916923171,VINTERPADLETREFFET,www.vinterpadletreffet.no,2015-12-06,FLI,Forening/lag/innretning,7000,93.120,8019,429
973471961,BLÅVEISKROKEN BARNEHAGE,www.blaveiskroken.no,null,BEDR,Bedrift,null,88.911,null,429
988802190,GRINIVEIEN 10 AS,www.cliniquemadeleine.com,null,BEDR,Bedrift,null,68.209,788,429
998133025,RØRLEGGER'N I SON AS,www.rorleggernison.no/,null,BEDR,Underenhet næringsdr./off.forv,null,43.221,1556,429
984503385,ERIK MADSEN,hippie.no,null,BEDR,Bedrift,null,46.421,null,429
928647536,CONSTRUCTION TEAM AS,www.cont.no,2021-11-21,AS,Aksjeselskap,2100,43.320,null,429
981554086,OSLO FASADERENGJØRING,www.oslo-fasaderengjoring.no,null,ENK,Enkeltpersonforetak,8200,81.220,null,429
923649557,RÅDALEN BOLIGSAMEIE,www.vbbl.no,null,AAFY,Underenhet ikke-næringsdriv.,null,null,null,429
993157252,VESTFONNA GEOPHYSICAL AS,www.vestfonna.no,null,BEDR,Bedrift,null,71.129,7047,429
975578399,JØMNA/HERADSBYGD MUSIKKFORENING,www.jhmusikk.net,1986-12-31,FLI,Forening/lag/innretning,7000,90.011,null,429
996660575,TRIBOCONSULT Seyed Hoseini Nazari,triboconsult.com,null,ENK,Enkeltpersonforetak,8200,71.129,null,429
992211032,KAJAKOB,www.jakobfink.com,null,BEDR,Bedrift,null,93.190,null,429
993341533,FRIVILLIGHETSSENTRALEN ØST,www.sarpsborgost.frivilligsentral.no,null,AAFY,Ikkenæringsdrivende virksomhet,null,88.999,1740,429
993234885,DIN SERVICEPARTNER-GLENN ANDERSEN,www.dinkalesje.no,null,BEDR,Underenhet næringsdr./off.forv,null,73.110,null,429
926591762,KR RÅDGIVNING AS,krradgivning.no,null,BEDR,Bedrift,null,70.220,null,429
921074611,DIGIHUSET AS,www.digihuset.no/,2018-06-01,AS,Aksjeselskap,2100,46.180,null,429
985019258,GYLNE SNITT HILDWIN SCHEFFER,www.hokus-pokus.no,null,ENK,Enkeltpersonforetak,8200,47.650,null,429
976973852,AUSTEVOLL KULTURSKULE,www.austevoll.kommune.no/index.php?id=20,null,BEDR,Bedrift,null,85.521,null,429
987554231,TRØNGSLA EIENDOM AS,www.fos.no,null,BEDR,Bedrift,null,85.530,null,429
988467502,KONSULENT RASMUS NORDBØ,www.krn.no,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
992666927,ELI WIUM,www.eliwium.no,null,BEDR,Underenhet næringsdr./off.forv,null,96.090,null,429
995233029,BENETTON GROUP S.R.L,www.okonor.no,null,NUF,Norskreg. utenlandsk foretak,null,68.209,663,429
990274924,SUSTAIN,www.foodforest.no,2006-09-08,BA,Selskap med begrenset ansvar,2100,46.389,null,429
973184741,ALSTAHAUG PLANTESKOLE,www.helgeland-skogselskap.no,null,BEDR,Bedrift,null,02.100,8651,429
920310133,FANA NTN TAEKWON-DO KLUBB,fana.ntkd.no,null,AAFY,Ikkenæringsdrivende virksomhet,null,93.120,5253,429
914661552,NORSK INSTITUTT FOR HYPNOSE OG,www.sigurdstubsjøen.no,null,BEDR,Underenhet næringsdr./off.forv,null,86.905,1447,429
975271102,RAMSUM SKOLE,www.stokke.kommune.no/,null,BEDR,Bedrift,null,85.201,3202,429
927383160,EVENT GRILL AS,eventgrill.no,2021-06-07,AS,Aksjeselskap,2100,79.903,null,429
996306720,OLYMPIC HOLDING CHARTERING AS,www.olympic.no,2010-11-30,AS,Aksjeselskap,2100,09.109,6099,429
895619132,DRAMMEN EASYLIFE SENTER AS,www.drammen.easylife.no,2010-05-20,AS,Aksjeselskap,2100,93.130,null,429
990878447,PSYKOLOG DANIEL JONSSON,www.horgen-jonsson.no,null,ENK,Enkeltpersonforetak,8200,86.905,null,429
992094087,TRONVIK EIENDOM AS,www.tronvikgaard.no,2007-10-01,AS,Aksjeselskap,2100,68.209,null,429
991336672,KTECH AS,www.ktech.no,null,BEDR,Bedrift,null,43.210,null,429
995208547,SJURSEN DIDAKT,didakt.no,null,ENK,Enkeltpersonforetak,8200,85.609,null,429
987297522,TRAVELSTART NORDIC AB,www.travelstart.se,1998-12-31,UTLA,Utenlandsk enhet,null,null,null,429
876285452,A-B CONSULT Anne-Britt Nilsen,www.a-bconsult.no,null,ENK,Enkeltpersonforetak,8200,85.599,null,429
977000688,STAMSUND SOKN,www.vestvagoy.kirken.no,null,KIRK,Den norske kirke,6500,94.910,8370,429
947526944,ADM AS,www.adm.no,1988-01-02,AS,Aksjeselskap,2100,69.201,null,429
895311332,AGDER BOTANISKE FORENING,agderbotaniske.forening.no,1962-05-14,FLI,Forening/lag/innretning,7000,94.991,4686,429
983049893,DEKKER TJOOK YOLOCLOUT,www.tjook.com,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
863355052,NORDIC BIM NORWAY AS,www.arktis.no,1991-11-01,AS,Aksjeselskap,2100,58.290,null,429
993578843,GODDO GRENDALAG,www.erevik.net,1986-04-01,FLI,Forening/lag/innretning,7000,94.991,5427,429
916842708,MOSAIC FESTIVAL TRONDHEIM,www.mosaicfestival.no,null,ENK,Enkeltpersonforetak,8200,90.020,null,429
985634289,GALLERI VERA Olsnes,www.verart.com,null,ENK,Enkeltpersonforetak,8200,47.789,null,429
890523692,SWA PRODUCTIONS SEBASTIAN WALDEJER,www.sebastianwaldejer.com,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
993342785,TOR MORTEN JENSEN MEDIA,ormorten.no,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
995734370,PANTA REI COACHING AS,www.pantareicoaching.no/,2010-07-02,AS,Aksjeselskap,2100,70.220,null,429
918618988,DIRT BIKE GIRLS AS,www.dirtbikegirls.no,2017-01-17,AS,Aksjeselskap,2100,74.101,null,429
918477535,GULATING ØLUTSALG DRAMMEN,www.gulatingdrammen.no,null,BEDR,Bedrift,null,46.349,null,429
974130084,ØSTFOLD ARBEIDERPARTI,ostfold.arbeiderparti.no/,null,BEDR,Bedrift,null,94.920,null,429
986652108,FUREVIK LYD RONNY FUREVIK,www.silverplate.no,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
989425226,HAMAR FRIVILLIGSENTRAL,www.frivillighetssentralen-hamar.-com,null,BEDR,Bedrift,null,88.999,null,429
974548879,LANGEMYR SKOLE OG RESSURSSENTER,www.grimstad.kommune.no/Langemyr-skole,null,BEDR,Underenhet næringsdr./off.forv,null,85.202,4891,429
980815730,DRESSUR SÅ KLART LINE MOEN,www.lm-design.no,null,ENK,Enkeltpersonforetak,8200,74.200,null,429
983820573,SKJEBERG IDRETTSFORENING,skjeberg.no,1928-04-20,FLI,Forening/lag/innretning,7000,93.120,1740,429
998590132,SETI NORGE,www.seti.no,2012-06-30,FLI,Forening/lag/innretning,7000,94.991,null,429
947895400,PUNKTVEIEN BORETTSLAG,www.borettslaget.com,1962-05-21,BRL,Borettslag,8300,68.201,null,429
983450105,UPS & DOWNS OSLO,www.upsanddownsoslo.no/,2005-10-26,FLI,Forening/lag/innretning,7000,94.991,null,429
986861084,BYGLAND IDRETTSLAG,www.bygland-il.no,1900-12-31,FLI,Forening/lag/innretning,7000,93.120,null,429
998035570,FOSS REGNSKAP AS,www.fossregnskap.no,null,BEDR,Bedrift,null,69.201,null,429
884770432,ÅDALSBRUK FRAMLAG,www.adalsbruk-framlag.no,1981-09-01,FLI,Forening/lag/innretning,7000,94.991,2345,429
994769006,SYSTEM BUILDING SERVICES LTD,www.systembuildingservices.co,null,UTLA,Utenlandsk enhet,null,null,null,429
919827319,TRAVAVL.NO,www.travavl.no,2013-03-02,FLI,Forening/lag/innretning,7000,94.991,null,429
987257504,FRUITCAKE Lars Falk-Petersen,falk-petersen.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
984061358,KRAGERØ SPEIDERGRUPPE,www.kragerospeider.no,1982-09-01,FLI,Forening/lag/innretning,7000,94.991,3791,429
989590898,SAMEIET BRAGERNES STRAND 2,www.nbbo.no,2005-12-20,ESEK,Eierseksjonssameie,null,null,3001,429
815800052,WOOD INNOVATION NATALIA VERZHBYTSKA,www.woodinnovation.com,null,ENK,Enkeltpersonforetak,8200,47.591,null,429
815402162,STIFTELSEN RØA BOGSTAD,www.roail.no/bandy,null,BEDR,Bedrift,null,93.110,760,429
