orgnr,navn,web,stiftet,enhkode,enhtype_beskr,sektorkode,naeringskode,postnr,error_msg
929280105,BJØRNSEN RENT A RAVE,rent-a-rave.party,null,ENK,Enkeltpersonforetak,8200,77.390,null,429
998293154,EPIDEMI AS,www.epidemi.no,null,BEDR,Bedrift,null,72.110,4623,429
916407920,LANDSFORENINGEN FOR PRADER-WILLIS,www.prader.willis.no,null,BEDR,Underenhet næringsdr./off.forv,null,88.995,null,429
998730163,STURLE STRAUSS LISÆTH COACHING,www.sslcoaching.com,null,ENK,Enkeltpersonforetak,8200,85.599,null,429
912492346,MEDAC GESELLSCHAFT FÜR,www.medac.no,null,NUF,Norskreg. utenlandsk foretak,null,46.460,1312,429
998052912,NEDRE GLOMMA SPORTSKYTTERKLUBB,idrett.speaker.no/Organisation.asp?id=64653,1992-01-09,FLI,Forening/lag/innretning,7000,93.120,null,429
914594944,SIRI HJORTH,lcj.no,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
975797740,NORSK GRØNLANDSHUNDKLUBB,www.huskygaarden.com,1995-07-01,FLI,Forening/lag/innretning,7000,null,2265,429
886626622,NILS-INGAR AADNE LÆR&LE,www.nilsi.no,null,ENK,Enkeltpersonforetak,8200,90.019,null,429
982560950,STORD BRANNSERVICE,s4s.no,null,ENK,Enkeltpersonforetak,8200,33.120,null,429
914130328,RISHAUG ENTERPRISES AS,www.ultraskin.no,null,BEDR,Bedrift,null,47.919,null,429
982345995,INSPIRATOR INVESTMENT NETWORK AS,www.inspirator.net,2000-08-23,AS,Aksjeselskap,2100,90.020,null,429
972653896,IVAS MUSIC EXPRESS A 3,www.ime-consult.no,null,BEDR,Bedrift,null,85.599,9272,429
921327404,DEVELOGIC NORWAY AS,www.develogic.no,2018-07-12,AS,Aksjeselskap,2100,62.010,null,429
987094427,FIMREITE DESIGN  Bjørn W. Fimreite,www.vipbutikken.no,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
998333121,ACCURATO AS,oscardesign.no,2012-03-01,AS,Aksjeselskap,2100,74.102,null,429
977564212,SMITH ANDERSEN CONSULTING,www.eyecare.no,null,ENK,Enkeltpersonforetak,8200,46.460,null,429
992297549,BEATE BØE DOREMI TEATER,www.doremiteater.no,null,ENK,Enkeltpersonforetak,8200,90.033,null,429
916996586,POLARDOGS SVALBARD PHILIPP BERGAU,www.philippbergau.blogspot.com/,null,ENK,Enkeltpersonforetak,8200,93.291,null,429
884252342,ONSØY HELHETLIG HELSE NINA LØKKE,www.trivselitoppen.no,null,ENK,Enkeltpersonforetak,8200,85.599,null,429
917500274,ORACLE POLSKA SP. Z O.O.,www.oracle.com,null,AAFY,Ikkenæringsdrivende virksomhet,null,62.020,null,429
913567498,PHUC MINH NGUYEN,puckoo.net,null,ENK,Enkeltpersonforetak,8200,74.200,null,429
954958019,BORETTSLAGET SJØMANNSVEGEN 10 AL,www.obos.no,1975-06-16,BRL,Borettslag,8300,68.201,129,429
920825478,DIGIDESK AS,www.digidesk.no,null,BEDR,Bedrift,null,62.020,null,429
989806122,BØLESTRANDA BÅTFORENING,www.bolestranda.no,1989-11-01,FLI,Forening/lag/innretning,7000,94.991,3718,429
995294745,QUARTETT BOLIG AS,www.quartett.no,2010-03-01,AS,Aksjeselskap,2100,41.109,null,429
924801441,MARTIJN HOLTKAMP FREELANCER,www.holtkampart.com,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
911788225,GRANRUDS,www.granruds.no,null,BEDR,Bedrift,null,62.010,null,429
977008751,TREFOLDIGHET SOKN,www.trefoldighet.menighet.no,null,BEDR,Bedrift,null,94.910,4801,429
918807330,BLOMBERG WEB OG DESIGN AS,bwod.no,null,BEDR,Underenhet næringsdr./off.forv,null,74.102,5251,429
982487994,SAMEIET ROSENBORGGATEN 13,oef.no,1983-09-30,ESEK,Eierseksjonssameie,null,97.000,129,429
925652199,LERHOL SETER OG SAUNA,www.eldmølla.no,null,BEDR,Bedrift,null,68.209,null,429
873600152,NORGES TOPPIDRETTSGYMNAS,www.ntg.no,null,BEDR,Bedrift,null,85.310,1319,429
913216105,LILLEHAMMER IDRETTSFORENING,www.lillehammerif.no,null,BEDR,Bedrift,null,93.120,2602,429
997847873,ØVRE NAUSTDAL UTMARKSLAG,www.kringlen.com/ONU.html,1998-03-19,FLI,Forening/lag/innretning,7000,94.991,null,429
996552683,NORDICMARK AS,www.nordicmark.no,2011-01-26,AS,Aksjeselskap,2100,47.111,4094,429
821332362,BETANIA HAUKANES,www.betania-haukanes.com,1970-02-17,FLI,Forening/lag/innretning,7000,94.910,5396,429
974384043,PER WEUMS TRAFIKKSKOLE AS,www.pstrafikkskole.no,1995-03-02,AS,Aksjeselskap,2100,85.530,null,429
986687394,SANA PHARMA MEDICAL AS,www.sanapharmamedical.no,null,BEDR,Bedrift,null,46.460,null,429
961551285,STIFTELSEN KF ANSATTES BARNEHAGE,www.eventyrhagen.com,1990-05-15,STI,Stiftelse,2100,88.911,null,429
917705429,RØRLEGGERMESTEREN AS,www.rorleggermesteren.com,2016-09-26,AS,Aksjeselskap,2100,43.221,5906,429
919477059,JELLOW DESIGN PIA FORMOE SVEEN,www.jellow.no,null,ENK,Enkeltpersonforetak,8200,74.102,1672,429
983916686,PORS HÅNDBALL,porshandball.no,2014-10-20,FLI,Forening/lag/innretning,7000,93.120,null,429
996465756,KARATEKLUBBEN SØR,www.kksor.com/,2002-02-02,FLI,Forening/lag/innretning,7000,93.120,4682,429
916671989,KATERAAS IT CONSULTING,www.consulting.kateraas.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
913811380,AMICOAT AS,www.amicato.com,2014-06-05,AS,Aksjeselskap,2100,72.110,null,429
995562987,FRØYDIS AARSETH,www.froydisaarseth.com,null,ENK,Enkeltpersonforetak,8200,90.031,5302,429
994250957,SCANVAEGT AS,www.scanvaegt.no,null,BEDR,Bedrift,null,46.694,null,429
986174214,MJØS-CROSS MXK,www.mjos-cross.no,1988-10-13,FLI,Forening/lag/innretning,7000,93.120,null,429
971782366,VOLDENTOLLEFSEN AS,www.varmeogbad.no/tollefsen,null,BEDR,Bedrift,null,43.221,null,429
975504336,ULLEVÅL SKOLES MUSIKKORPS,www.usm.no,1928-08-30,FLI,Forening/lag/innretning,7000,90.011,null,429
917046298,HILLEVÅGSTUNET,www.vibbo.no,null,AAFY,Underenhet ikke-næringsdriv.,null,97.000,129,429
989870785,BRITEK,www.britek.nu,null,NUF,Norskreg. utenlandsk foretak,2100,43.990,null,429
975962075,NORLANDIA TOMMS HYTTER AS,www.norlandia.no,1995-07-12,AS,Aksjeselskap,2100,88.911,1526,429
916108230,VASSHELLA FLEXIBLES AS,www.vasshella.no,null,BEDR,Bedrift,null,28.150,null,429
916789092,MARTINSEN DESIGN,www.mariemartinsen.no,null,ENK,Enkeltpersonforetak,8200,74.102,null,429
911640295,ASK VATNE BREAN,www.askvatnebrean.com,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
989371444,IRENE MYRBOSTAD BÆRBARKUNST.NO,www.wearableart.no,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
997240286,PSG BYGG GALINSKI,www.psgbygg.no,null,ENK,Enkeltpersonforetak,8200,41.200,null,429
926023160,VAMØ AS,vamo.no,null,BEDR,Underenhet næringsdr./off.forv,null,74.103,null,429
998688329,USE SVETS & INDUSTRISERVICE AB,www.usesvets.se,2008-10-18,UTLA,Utenlandsk enhet,null,null,null,429
987135360,VR SKI SERVICE KNUT ARNE RØER,www.vrskiservice.no,null,ENK,Enkeltpersonforetak,8200,95.290,null,429
990956960,AUDIOLAND AS,www.audioland.no,2007-01-02,AS,Aksjeselskap,2100,47.630,9504,429
995665646,KWESTAN JAMAL BAWAN,www.kwestan.jamal.com,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
986549560,HAASUND EIENDOM AS,www.haasund.com,2004-01-04,AS,Aksjeselskap,2100,68.100,4791,429
917059837,NORSK - FINSK FORBUND/NORJALAIS -,www.finskforbundet.no,null,AAFY,Underenhet ikke-næringsdriv.,null,94.991,null,429
994418327,HOLMESTRAND SPORTSSKYTTER OG,www.njff.no/holmestrand,1975-08-22,FLI,Forening/lag/innretning,7000,93.120,3089,429
991463410,PENGER TIL GEIR SVENSSON,myspace.com/geirsvensson,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
997223039,TGR NORGE AS,tgr-stores.no,2011-06-01,AS,Aksjeselskap,2100,47.190,1371,429
913850726,PRIVATBYGGERN,www.privatbyggern.no,null,BEDR,Bedrift,null,81.300,8309,429
994739085,SKIBUA HAFJELL SKIUTLEIE AS,www.skibuahafjell.no,null,BEDR,Bedrift,null,77.210,null,429
986110208,VÅGSØY FYSIKALSKE INSTITUTT,fysioterapisenteret.no,null,BEDR,Bedrift,null,86.902,6700,429
998754070,NORSK LYMFØDMFORENING,www.nllt.no,null,AAFY,Underenhet ikke-næringsdriv.,null,88.995,5829,429
917936641,FIBERTEK TOMASZ JAKUB KUSIOR,www.fibertek.no,null,ENK,Enkeltpersonforetak,8200,62.030,null,429
991590757,TORE TEKSLE,www.toreteksle.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
932411458,TRANSPORTSENTRALEN AS INDRE ØSTFOLD,www.ts-mysen.com,1982-05-27,AS,Aksjeselskap,2100,52.211,null,429
918476792,SHAKE IT MED HEIDI HEIDI PETTERSEN,www.shakeitdansesenter.no,null,ENK,Enkeltpersonforetak,8200,85.522,null,429
911809923,DRAMATØRENE,www.facebook.com/dramatorene,2012-10-22,FLI,Forening/lag/innretning,7000,90.012,null,429
983026397,FABRIKKVEIEN 2 AS,www.colliers.com/no,null,BEDR,Bedrift,null,68.209,null,429
925975451,STAVSENG CONSULTING,stavsengconsulting.no,null,ENK,Enkeltpersonforetak,8200,70.220,null,429
993174165,SOUND ON SILENCE AS,www.soundonsilence.com,2008-09-26,AS,Aksjeselskap,2100,59.110,5867,429
875684752,GREÅKER IDRETTSFORENING,www.greakerif.no,1919-04-06,FLI,Forening/lag/innretning,7000,93.120,1720,429
992574224,HAUGESUND SPORTSDYKKERE,hsdk.no/,1968-06-17,FLI,Forening/lag/innretning,7000,93.120,5501,429
995210037,OBS-VÆR VARSOM Per Helbostad,obs-værvarsom.no,null,ENK,Enkeltpersonforetak,8200,96.090,null,429
998962625,LEHAR ENTERPRISE,www.leharenterprise.com,null,BEDR,Bedrift,null,70.220,null,429
895545252,NAF GOKART KRISTIANSAND,nafgokartkristiansand.no,1990-01-01,FLI,Forening/lag/innretning,7000,93.292,4645,429
916364210,MICSEN CONSULT,micsen.net,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
992172126,NILS ERIK GODERSTAD,www.rangers.no,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
917138621,NO FUN,www.facebook.com/NoFunStoogesTribute,2016-04-26,FLI,Forening/lag/innretning,7000,94.991,null,429
990363587,SAMEIET STILLVERKSVEIEN 20 OG 22,www.ceb.no,2006-07-04,ESEK,Eierseksjonssameie,null,null,129,429
996516873,C.S. GULVE A/S,www.csgulv.dk,2008-12-22,UTLA,Utenlandsk enhet,null,null,null,429
917543399,ROROM AS,www.rorom.no,2016-07-22,AS,Aksjeselskap,2100,68.209,null,429
917654808,MAREN BAXTER,www.marenbaxter.com,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
982211123,HEGE HATLO-KVAMME,www.mary-m.no,null,ENK,Enkeltpersonforetak,8200,86.909,null,429
914169380,SANGROMMET ANN-IREN HANSEN,www.annirenhansen.com,null,ENK,Enkeltpersonforetak,8200,85.522,null,429
990972710,ALREADY ON AS,www.alreadyon.no,null,BEDR,Bedrift,null,62.010,null,429
971744022,MORRIS THS ANGELLSGT TRONDHEIM,mor7114@morris.no,null,BEDR,Bedrift,null,47.722,null,429
998727766,VEKTOR BYGG AS,www.vektorbygg.no,2012-07-23,AS,Aksjeselskap,2100,43.320,null,429
981502620,VIKNA EVENT WALTER OLSEN-RYUM,www.lydformidling.no,null,ENK,Enkeltpersonforetak,8200,90.020,null,429
985554412,ABJ RACING AS,www.abj-racing.com,2003-01-25,AS,Aksjeselskap,2100,93.190,null,429
994341367,BANGLADESH AWAMI LEAGUE NORWAY,www.bangladeshawamileague.org,1997-01-04,UTLA,Utenlandsk enhet,null,null,null,429
976377958,KURT JOHANNESSEN,www.zeth.no,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
987453478,NORFRONT AS,www.norfront.no,2004-10-06,AS,Aksjeselskap,2100,41.109,null,429
924123400,SAMEIET JAC AALLSGT 53,boligforvaltning.norian.no,null,AAFY,Ikkenæringsdrivende virksomhet,null,null,104,429
996702197,NORGES RULLESKØYTEFORBUND,www.rulleskoyter.no,2011-02-26,FLI,Forening/lag/innretning,7000,93.120,null,429
912780635,LUFTFOTO INNLANDET,www.LuftfotoInnlandet.no,null,ENK,Enkeltpersonforetak,8200,74.200,null,429
983587879,EIDSVOLL BIL OG FRITID,www.fritidspesialisten.no,null,ENK,Enkeltpersonforetak,8200,45.112,2080,429
911584506,SCREENFIX JERRY DAYAO,www.screenfix.no,null,ENK,Enkeltpersonforetak,8200,95.120,3145,429
926775227,TOMTESPESIALISTEN PROSJEKT AS,www.tomtespesialisten.no,2021-02-24,AS,Aksjeselskap,2100,43.120,null,429
991912983,EVENTIN SYSTEMS,eventin.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
999332188,RM. RICH. MÜLLER A/S,www.rmig.com,1936-06-20,UTLA,Utenlandsk enhet,null,null,null,429
996039854,WEISANG GMBH,www.wiesang.com,1995-02-08,UTLA,Utenlandsk enhet,null,null,null,429
992344962,NEDRE MÅLSELV SKYTTERLAG,www.dfs./nedre-maalselv,2008-01-13,FLI,Forening/lag/innretning,7000,93.120,9329,429
922178070,STANGE KARATEKLUBB,www.stangekarateklubb.no,null,AAFY,Underenhet ikke-næringsdriv.,null,null,2322,429
986536493,RAMSTAD CONSULTING,www.toveramstad.no,null,ENK,Enkeltpersonforetak,8200,70.220,null,429
926317954,NEWFIELD DESIGN OG FOTO ANNIKEN,www.nyeng.no,null,BEDR,Bedrift,null,74.102,null,429
992721626,EIDANGER JEGER OG FISKERLAG,www.njff.no/fylkeslag/telemark/lokallag/eidanger,1950-12-04,FLI,Forening/lag/innretning,7000,93.299,3942,429
986192751,STP PÅL REIMUND SKJOLD,www.stpn.no,null,ENK,Enkeltpersonforetak,8200,63.120,4090,429
890618022,BERGEN SKALA MODELLBÅTKLUBB,www.bsmbk.no,2004-06-01,FLI,Forening/lag/innretning,7000,94.991,5203,429
971121335,POSTLOGI AS,www.idbox.no,1994-08-01,AS,Aksjeselskap,2100,46.494,null,429
983954138,SYKEPLEIERNES MISJONSRING,www.misjonsringen.com,1921-12-31,FLI,Forening/lag/innretning,7000,94.991,null,429
998717701,HAVRO AS,www.havro.no,null,BEDR,Bedrift,null,68.209,7099,429
922012806,OLA BRAADLAND,www.olabraadland.org,null,BEDR,Bedrift,null,90.031,null,429
911826046,RANHEIMSVEIEN EIENDOM AS,www.norgesgruppeneiendom.no,2013-02-25,AS,Aksjeselskap,2100,68.209,213,429
992166800,INCITE COACHING Christine Wittusen,www.incitecoaching.no,null,ENK,Enkeltpersonforetak,8200,70.220,null,429
897142422,WOIE SNEKKERIFABRIKK AS,www.snekkerifabrikk.no,2011-07-05,AS,Aksjeselskap,2100,16.232,null,429
916308124,FUNZIONANO AS,www.funzionano.no,null,BEDR,Bedrift,null,20.590,3903,429
971492732,HIVNORGE,www.hivnorge.no,1990-01-02,FLI,Forening/lag/innretning,7000,94.991,506,429
926486403,ELIASSEN SKOGSSERVICE,skogsservice.no,null,ENK,Enkeltpersonforetak,8200,02.100,null,429
832126462,EIKER MOTORSHOP AS,www.eiker.no,1982-01-03,AS,Aksjeselskap,2100,45.320,null,429
924154500,SAMEIET ROSENLUNDGATA 17,www.sefbo.no,null,AAFY,Underenhet ikke-næringsdriv.,null,null,1369,429
912550346,FINNVEI AS,finnvei.no,2013-10-10,AS,Aksjeselskap,2100,62.010,215,429
993601586,HØNEFOSS VOLLEYBALLKLUBB,www.hvbk.com,1975-01-01,FLI,Forening/lag/innretning,7000,93.120,3519,429
975971708,LIO BURETTSLAG,www.vestbo.no,1995-11-14,BRL,Borettslag,8300,68.201,5402,429
986066993,IKOMM AS,www.ikomm.no,null,BEDR,Underenhet næringsdr./off.forv,null,63.110,null,429
924762322,NANA BYGG AS,www.nanabygg.no,null,BEDR,Bedrift,null,43.320,null,429
921801033,NORLANDIA SVANEVÅGEN GÅRDS- OG,svanevagen.norlandiabarnehagene.no/,null,BEDR,Bedrift,null,88.911,1526,429
998257395,VIVALTO AS,www.vivalto.no,2012-04-11,AS,Aksjeselskap,2100,62.010,null,429
999583539,PRIMAITALIA.NO AS,www.primaitalia.no,2013-01-02,AS,Aksjeselskap,2100,68.209,null,429
970219439,HEGER NIELS-ERIK INGENIØR,www.design-heger.no,null,ENK,Enkeltpersonforetak,8200,74.101,null,429
997661230,TKD TIGERS NORWAY,www.tkdtigers.no,2011-11-24,FLI,Forening/lag/innretning,7000,93.120,9024,429
995968452,KREOLOG LINDA ENGEBRETSEN,kreolog.no,null,ENK,Enkeltpersonforetak,8200,90.031,null,429
995857480,HOTEL BRATTØRA AS,www.nordicchoicehotels.no,2010-06-04,AS,Aksjeselskap,2100,55.101,null,429
926283936,WEBYTE AS,www.webyte.no,2020-12-04,AS,Aksjeselskap,2100,62.020,null,429
915402992,NORTH INDUSTRI AS,www.northstore.no,null,BEDR,Bedrift,null,47.522,null,429
883392612,MOTORIKKSENTERET I TRONDHEIM,www.motorikksenteret.no,null,ENK,Enkeltpersonforetak,8200,86.909,null,429
986206760,G.A. KVARUD,Forkynnelsen.no,null,ENK,Enkeltpersonforetak,8200,94.910,null,429
977149150,KRISTIANSAND KOMMUNES SAMLELEGAT,www.kristiansand.no,1988-12-31,STI,Stiftelse,7000,94.992,null,429
919504536,B3-KLINIKKEN AS,www.b3klinikken.no,2017-07-27,AS,Aksjeselskap,2100,86.909,null,429
990057494,VISIT VALDRES AS,www.valdres.no,2006-06-30,AS,Aksjeselskap,2100,79.901,2901,429
916048653,FRANK WALTON STAVANGER AS,www.frankwalton.no,null,BEDR,Bedrift,null,47.782,null,429
997329686,FOLKEAKSJONEN FOR BEVARING AV,www.folkeaksjonen.wordpress.com,2011-08-29,FLI,Forening/lag/innretning,7000,94.991,null,429
913372166,JAMTVEIT AS,jamtveit.no,2014-02-15,AS,Aksjeselskap,2100,43.120,null,429
979370229,SENIORNETT,www.seniornett.no,1997-10-27,FLI,Forening/lag/innretning,7000,94.991,104,429
988781908,LOMMEDALEN BYGG OG,www.lboe.no,2005-10-10,AS,Aksjeselskap,2100,43.221,null,429
991400672,NORSTEIN LASTBANK AS,www.lastbank.no,null,BEDR,Bedrift,null,26.510,null,429
916546165,VESSEL PLUS AS,www.vesselplus.com,2016-01-04,AS,Aksjeselskap,2100,70.220,null,429
997854721,FJORD MEDIA MARTINSEN,www.fjordmedia.no,null,ENK,Enkeltpersonforetak,8200,74.300,null,429
987128313,BOLIGSAMEIET LUNDERÅSEN,www.alletall.no,2004-01-27,ESEK,Eierseksjonssameie,null,null,604,429
914939089,NICOLAISENS SKREKK,taralill.no,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
984695357,BOLIGSAMEIET FLEISCHER BRYGGE,www.fleischerbrygge.no,2002-09-26,ESEK,Eierseksjonssameie,8300,97.000,1530,429
912327302,OSLO TENTPEGGING CLUB NORWAY,www.oslo.norwaytentpegging.com,2013-08-01,FLI,Forening/lag/innretning,7000,93.120,null,429
928462625,LÆRDAL BRUKTHJØRNA KF,www.laerdal.frivilligsentral.no,null,BEDR,Underenhet næringsdr./off.forv,null,47.799,6886,429
993742619,ZEAV Velle,zeav.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
970445897,NORSK OLJE OG PETROKJEMISK FAG-,www.nopef.no,null,BA,Selskap med begrenset ansvar,7000,94.200,null,429
990712840,STIFTELSEN NORSK SJØFARTSHISTORISK,www.bsj.uib.no,1971-01-16,STI,Stiftelse,7000,91.030,5020,429
895422932,SANDNES KLINIKKEN AS,www.sandnes-klinikken.no,null,BEDR,Underenhet næringsdr./off.forv,null,86.211,null,429
993767328,HAMARØY IDRETTSLAG,hamaroyil.no,1937-01-01,FLI,Forening/lag/innretning,7000,93.120,null,429
990423911,FRONT GRUPPEN AS,www.fronth.no,2006-09-28,AS,Aksjeselskap,2100,74.909,308,429
990215634,HANS ANDERS HORNSLIEN,www.italiaopplevelser.no,null,ENK,Enkeltpersonforetak,8200,90.034,null,429
986478698,ERIK FLOBERG,www.erikfloberg.no,null,ENK,Enkeltpersonforetak,8200,46.499,null,429
916040415,NASJONALFORENINGEN FOR FOLKEHELSEN,www.facebook.com/Steinkjerdemensforening,1992-03-24,FLI,Forening/lag/innretning,7000,94.991,null,429
924352000,MOBILFIKS ARENDAL,www.mobilfiksarendal.no,null,BEDR,Bedrift,null,95.120,null,429
990271348,LING FORLAG Svein Lie,www.lingforlag.no,null,ENK,Enkeltpersonforetak,8200,58.110,null,429
922976589,ØVERÅS GRENDALAG,www.eresfjord.no/lag_org/_ver_s_grendalag/,2019-04-28,FLI,Forening/lag/innretning,7000,94.991,null,429
921348193,METTE AMALIE NILSSEN,www.metteamalie.com,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
986912800,GRO HARDERSEN,grohhagenc2i.net,null,ENK,Enkeltpersonforetak,8200,70.220,null,429
981597923,KARI L IVELAND,www.kariiveland.com,null,BEDR,Bedrift,null,90.011,null,429
987433264,ADVOKAT BERIT JAGMANN,www.advokatjagmann.no,null,BEDR,Bedrift,null,69.100,102,429
972129860,PROMINENT NORGE AS,www.prominent.no,null,BEDR,Bedrift,null,46.740,null,429
984144083,BRUMUNDDAL SKYTTERLAG,ftp.dfs.no/brumunddal/,1903-12-31,FLI,Forening/lag/innretning,7000,93.120,2381,429
997599713,ATLANTIC EXPLORER LIMITED,www.tridenttrust.com,1994-02-21,UTLA,Utenlandsk enhet,null,null,null,429
918579613,RESSURSSENTERET UNIK,rsunik.no,null,AAFY,Underenhet ikke-næringsdriv.,null,94.991,null,429
924224142,SAMEIET KARTHEIA 5,www.kartheia5.no,null,AAFY,Underenhet ikke-næringsdriv.,null,null,4662,429
983952135,EGERSUND OG OMEGN ZONTAKLUBB,www.egersund.zontanorge.org,1998-06-10,FLI,Forening/lag/innretning,7000,94.991,4380,429
971832819,REVISORGRUPPEN AKERSHUS AS,www.rg.no,null,BEDR,Bedrift,null,69.202,1411,429
984689721,TECHNOBLOCK NORGE AS,www.technoblock.no,2002-07-08,AS,Aksjeselskap,2100,68.209,null,429
990135851,AABAKKEN AS,www.aabakken.com,2006-07-31,AS,Aksjeselskap,2100,74.101,null,429
920576710,ABSOLUTT FORLAG ERLAND BEKKELUND,www.absoluttforlag.no,null,ENK,Enkeltpersonforetak,8200,58.110,2383,429
997070089,CITEC AB,www.citec.com,2002-06-17,UTLA,Utenlandsk enhet,null,null,null,429
993645591,KARTENLAN,www.kartenlan.com,2009-01-28,FLI,Forening/lag/innretning,7000,94.991,null,429
994718460,BIGBLUE & COMPANY AS,www.bigbluecompany.no,2009-10-22,AS,Aksjeselskap,2100,73.110,null,429
975658694,STAVANGER RØDE KORS,www.stavanger-redcross.no,1917-03-11,FLI,Forening/lag/innretning,7000,88.995,null,429
988026131,TERJE LARSEN VVS AS,www.larsenvvs.no,2005-02-24,AS,Aksjeselskap,2100,43.221,null,429
924832193,SNOWMOTION MEDIA AS,www.nordahlnaess.com,2020-02-12,AS,Aksjeselskap,2100,59.120,null,429
976291433,AKUTTNEDISIN.COM,www.akuttmedisin.com,null,BEDR,Bedrift,null,85.599,null,429
976995058,ØYSTESE SOKN,kvam.kyrkjer.net,null,KIRK,Den norske kirke,6500,94.910,5601,429
885893562,TOMT GÅRD,www.tomtgard.no,null,ENK,Enkeltpersonforetak,8200,01.500,null,429
993845566,BLIND FILM TORGEIR HELGESEN RISETH,www.blindfilm.no,null,ENK,Enkeltpersonforetak,8200,59.110,null,429
815714342,LODDENLAND STUDIO,www.ginathorstensen.com,null,BEDR,Underenhet næringsdr./off.forv,null,74.102,null,429
994847198,KONZEPT DESIGN - LINE ENGER NYGAARD,www.konzeptdesign.no,null,ENK,Enkeltpersonforetak,8200,74.103,null,429
998144922,SAHAN MEDIA ORGANISASJON,www.sahannews.com,2011-06-15,FLI,Forening/lag/innretning,7000,94.991,659,429
914709458,GUNNHILD HASUND MUSIKK,www.gunnhildhasund.no,null,BEDR,Bedrift,null,85.522,null,429
994053639,MENTAL HELSE HØYLANDET,MentalHelseHøylandet,1994-04-27,FLI,Forening/lag/innretning,7000,94.991,7877,429
913173201,HUMMING PEOPLE AS,www.hummingpeople.no,2014-01-01,AS,Aksjeselskap,2100,90.011,null,429
825015922,NORD-TROMS PRIDE,www.nordtromspride.no,null,AAFY,Underenhet ikke-næringsdriv.,null,79.903,null,429
994758942,AB ØKONOMI AS,www.abutvikling.no,null,BEDR,Bedrift,null,69.201,null,429
971261374,FRISKIS&SVETTIS BÆRUM,www.friskissvettis.no/Baerum,1992-04-06,FLI,Forening/lag/innretning,7000,93.120,null,429
931043951,AKTIESELSKAPET ANTON SCHJØTHSGT 13,www.norian.no,1916-04-15,AS,Aksjeselskap,2100,68.209,104,429
981615344,POLYESTERLAND AS,www.polyesterland.net,null,BEDR,Bedrift,null,74.102,null,429
972351326,BETONGPROSJEKTERING,www.betongprosjektering.no,null,BEDR,Bedrift,null,43.990,null,429
989273523,FLYTTESERVICE & EIENDOM AS,www.steamdusj.com,null,BEDR,Bedrift,null,49.420,null,429
916301561,CALVETE DA CUNHA PEREIRA ARKITEKTUR,www.marianacalvete.com,null,ENK,Enkeltpersonforetak,8200,71.112,null,429
879731992,RP Rudolf Pettersen jr,www.rpshop.no,null,ENK,Enkeltpersonforetak,8200,46.900,null,429
957703062,STIFTELSEN LIBERALT FORSKNINGS-,www.lifo.no,1988-03-10,STI,Stiftelse,2500,72.200,null,429
917046816,VENNESLA SKOLEMUSIKKORPS,vennesla.skolemusikkorps.no,null,AAFY,Ikkenæringsdrivende virksomhet,null,90.011,4702,429
991065040,MORGEDAL IDROTTSLAG,www.morgedal-il.no,1887-01-10,FLI,Forening/lag/innretning,7000,93.120,null,429
989755072,TEKNISK DYKKING AS,teknisk-dykking.net,null,BEDR,Bedrift,null,93.190,null,429
994669338,PRZEDSIEBIORSTWO WIELOBRANZOWE,www.apispw.pl,null,NUF,Norskreg. utenlandsk foretak,null,41.200,null,429
971948760,LØRENSKOG VVS AS,www.lorenskogvvs.no,null,BEDR,Bedrift,null,43.221,null,429
990317380,CRANE NORWAY VEST AS,www.nordiccranegroup.com,null,BEDR,Underenhet næringsdr./off.forv,null,43.990,4312,429
990252939,UNPLUGD NETWORKS ANS,www.unplugd.no,2006-09-01,ANS,Ansvarlig selskap (ANS),2300,62.020,null,429
983599958,COLUMBUS  NORWAY AS,www.columbusit.no,null,BEDR,Bedrift,null,62.020,null,429
984021771,SEASTYLE AS,www.seastyle.no,2001-11-06,AS,Aksjeselskap,2100,46.422,null,429
923945199,MYSING MARKETING,mysing.no,null,BEDR,Bedrift,null,73.110,null,429
995182521,KATINKARETTFREM Katinka Jørgensen,www.katinkarettfrem.com,null,ENK,Enkeltpersonforetak,8200,74.102,null,429
973125834,MYSOFT AS,www.mysoft.no,null,BEDR,Bedrift,null,62.020,null,429
992860170,AASLAND KJEMI AS,www.aasland.no,2008-06-30,AS,Aksjeselskap,2100,46.750,3919,429
986369856,INNOVATEC - INNOVATIVE,www.innovatec.net,null,BEDR,Bedrift,null,74.909,null,429
971914092,LØKTA KOLONIAL AS,www.lokta.no,null,BEDR,Bedrift,null,47.111,8891,429
